host_id,price,number_of_reviews,calculated_host_listings_count,availability_365,host_since_days,host_is_superhost,,host_listings_count,host_total_listings_count,host_has_profile_pic,,host_identity_verified,,accommodates,bathrooms,bedrooms,beds,avg_rm,availability_30,availability_60,availability_90,number_of_reviews_ltm,instant_bookable,,NumberOfVerfication,govermentIdentification,,numberofamentities
43961467,39,0,1,0,1887,f,1,2,2,t,0,f,1,1,15,1,1,5.666666667,0,0,0,0,f,1,7,yes,1,12
62994274,40,6,1,0,1702,f,1,1,1,t,0,f,1,1,15,1,1,5.666666667,0,0,0,1,f,1,7,yes,1,14
82384622,40,60,7,0,1587,f,1,7,7,t,0,f,1,3,1,1,1,1,0,0,0,1,t,0,7,yes,1,28
174816987,40,78,1,179,992,f,1,1,1,t,0,f,1,2,1,1,1,1,29,59,89,21,t,0,4,yes,1,31
224562561,40,0,1,0,735,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,5,yes,1,18
34933135,40,42,1,0,1987,t,0,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,0,42,t,0,6,no,0,33
356136986,40,0,2,138,120,f,1,2,2,t,0,f,1,2,1,1,1,1,1,18,48,0,t,0,5,yes,1,24
252857506,400,10,2,179,588,f,1,2,2,t,0,f,1,2,1,2,2,1.666666667,29,59,89,2,f,1,2,no,0,18
18213951,42,0,1,179,2309,f,1,1,1,t,0,t,0,2,25,1,,13,29,59,89,0,f,1,4,no,0,21
76148967,43,3,1,0,1618,f,1,1,1,t,0,t,0,1,1,1,2,1.333333333,0,0,0,0,t,0,7,yes,1,12
5990164,45,6,1,0,2763,f,1,3,3,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,6,no,0,12
83918893,45,53,3,90,1579,f,1,3,3,t,0,t,0,2,1,1,1,1,30,60,90,22,f,1,7,yes,1,13
72525948,45,0,1,89,1638,f,1,1,1,t,0,f,1,2,1,1,1,1,29,59,89,0,f,1,9,yes,1,14
41551731,47,23,1,2,1914,t,0,1,1,t,0,t,0,2,1,1,1,1,0,2,2,16,t,0,5,no,0,26
3115154,47,0,1,0,3024,f,1,0,0,t,0,f,1,2,15,1,,8,0,0,0,0,t,0,8,yes,1,19
43298782,48,9,1,148,1895,t,0,1,1,t,0,f,1,2,1,1,2,1.333333333,15,15,15,4,f,1,3,no,0,44
1279757,48,20,7,0,3317,f,1,7,7,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,5,no,0,25
15322316,48,22,1,0,2377,t,0,1,1,t,0,t,0,2,1,0,1,0.666666667,0,0,0,8,t,0,5,no,0,28
82384622,49,169,7,0,1587,f,1,7,7,t,0,f,1,2,1,1,1,1,0,0,0,38,t,0,7,yes,1,25
135423032,49,0,1,0,1243,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,3,yes,1,8
155168729,49,0,1,0,1119,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,3,no,0,16
40210924,50,0,2,0,1928,f,1,2,2,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,2,no,0,12
137183915,50,8,1,0,1233,f,1,1,1,t,0,f,1,2,1,1,2,1.333333333,0,0,0,0,f,1,6,yes,1,30
166840566,50,18,1,0,1036,f,1,1,1,t,0,f,1,3,1,1,1,1,0,0,0,0,f,1,6,yes,1,16
79112093,50,0,1,0,1603,f,1,0,0,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,4,yes,1,13
43700960,50,0,1,36,1890,f,1,0,0,t,0,f,1,4,1,1,1,1,27,32,32,0,f,1,2,no,0,24
28722799,50,1,2,0,2078,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,1,f,1,8,yes,1,14
3816836,500,0,10,298,2954,f,1,10,10,t,0,f,1,3,1,1,2,1.333333333,6,26,32,0,f,1,8,yes,1,36
3816836,500,0,10,298,2954,f,1,10,10,t,0,f,1,3,1,1,2,1.333333333,6,26,32,0,f,1,8,yes,1,34
3816836,500,2,10,32,2954,f,1,10,10,t,0,f,1,3,1,1,2,1.333333333,6,26,32,0,f,1,8,yes,1,36
3816836,500,0,10,298,2954,f,1,10,10,t,0,f,1,4,1,1,1,1,6,26,32,0,f,1,8,yes,1,40
3816836,500,4,10,32,2954,f,1,10,10,t,0,f,1,6,15,2,4,7,6,26,32,0,f,1,8,yes,1,42
82384622,53,1,7,0,1587,f,1,7,7,t,0,f,1,2,1,1,0,0.666666667,0,0,0,1,t,0,7,yes,1,23
73874008,54,128,1,0,1630,t,0,1,1,t,0,t,0,2,1,1,1,1,0,0,0,20,f,1,4,no,0,24
63507171,54,111,2,297,1698,t,0,3,3,t,0,t,0,2,1,1,1,1,11,26,40,27,t,0,5,no,0,44
82384622,54,61,7,0,1587,f,1,7,7,t,0,f,1,4,1,1,2,1.333333333,0,0,0,0,f,1,7,yes,1,25
41769311,54,6,1,0,1912,f,1,1,1,t,0,t,0,2,15,1,1,5.666666667,0,0,0,6,t,0,6,no,0,23
34235054,55,1,1,0,1996,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,0,f,1,5,no,0,16
25003256,55,2,1,0,2153,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,5,no,0,13
63507171,55,127,2,308,1698,t,0,3,3,t,0,t,0,2,1,1,1,1,0,23,43,23,t,0,5,no,0,45
24669509,55,0,2,0,2163,f,1,3,3,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,9,yes,1,14
252162384,55,36,2,57,591,t,0,2,2,t,0,f,1,3,2,1,2,1.666666667,5,27,57,26,t,0,2,no,0,45
221940784,55,0,4,116,751,t,0,2,2,t,0,f,1,1,1,1,0,0.666666667,4,10,35,0,f,1,2,no,0,15
331265863,55,1,1,42,287,f,1,1,1,t,0,f,1,2,1,1,,1,0,12,42,1,f,1,3,yes,1,9
91000896,58,44,1,53,1543,f,1,1,1,t,0,t,0,3,15,1,2,6,0,23,53,5,f,1,5,no,0,37
21370226,59,30,1,0,2248,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,5,no,0,10
97152971,59,10,4,0,1504,t,0,5,5,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,7,yes,1,30
64033588,59,5,1,0,1694,f,1,1,1,t,0,t,0,2,1,1,2,1.333333333,0,0,0,0,f,1,6,no,0,15
6156518,59,7,1,0,2751,f,1,1,1,t,0,t,0,2,1,0,1,0.666666667,0,0,0,0,f,1,6,no,0,16
194956548,59,0,2,2,883,f,1,0,0,t,0,f,1,1,1,1,,1,0,0,2,0,f,1,4,yes,1,24
194956548,59,1,2,154,883,f,1,0,0,t,0,f,1,1,1,1,,1,4,34,64,1,t,0,4,yes,1,24
1121416,59,0,3,78,3352,f,1,4,4,t,0,t,0,2,1,1,1,1,28,48,78,0,f,1,6,no,0,12
23192601,60,0,1,0,2202,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,2,no,0,12
49119394,60,5,4,329,1822,f,1,4,4,t,0,t,0,4,1,1,2,1.333333333,0,24,54,0,f,1,5,no,0,8
24705242,60,2,1,173,2162,f,1,1,1,t,0,f,1,3,15,1,3,6.333333333,23,53,83,0,f,1,6,yes,1,23
47197389,60,60,1,175,1846,f,1,1,1,t,0,t,0,2,1,1,1,1,25,55,85,11,f,1,5,no,0,19
81705258,60,1,1,0,1590,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,2,no,0,11
82551888,60,0,1,0,1586,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,7,yes,1,11
88604051,60,145,3,37,1555,f,1,4,4,t,0,f,1,2,1,1,1,1,0,7,37,20,t,0,5,yes,1,36
128728491,60,0,1,0,1287,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,t,0,2,no,0,13
8464638,60,6,1,0,2632,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,6,yes,1,20
142247492,60,1,1,0,1205,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,5,yes,1,11
49669570,60,167,1,19,1815,t,0,1,1,t,0,f,1,2,1,1,1,1,10,19,19,76,f,1,5,yes,1,18
20666876,60,13,3,24,2266,t,0,3,3,t,0,t,0,2,1,1,0,0.666666667,0,0,24,13,f,1,5,no,0,30
20666876,60,3,3,24,2266,t,0,3,3,t,0,t,0,1,1,1,1,1,0,0,24,3,f,1,5,no,0,36
35037547,60,1,1,174,1986,f,1,1,1,t,0,t,0,2,1,1,1,1,24,54,84,1,f,1,9,yes,1,15
3816836,600,2,10,298,2954,f,1,10,10,t,0,f,1,4,15,1,2,6,6,26,32,1,f,1,8,yes,1,43
14989846,62,177,1,287,2385,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,24,26,f,1,4,no,0,22
9636343,62,0,2,365,2573,f,1,2,2,t,0,f,1,1,2,2,0,1.333333333,30,60,90,0,f,1,6,yes,1,16
53738110,64,5,1,0,1769,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,6,yes,1,15
48669,65,26,1,295,4032,t,0,1,1,t,0,t,0,2,1,1,1,1,0,0,20,6,f,1,4,no,0,32
17012925,65,17,3,347,2336,f,1,3,3,t,0,t,0,2,1,1,1,1,12,42,72,3,f,1,5,no,0,24
17012925,65,21,3,347,2336,f,1,3,3,t,0,t,0,2,1,1,1,1,12,42,72,5,f,1,5,no,0,20
51080710,65,3,1,0,1796,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,6,yes,1,8
45391952,65,1,1,0,1869,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,5,no,0,9
134792470,65,82,3,80,1247,t,0,3,3,t,0,f,1,1,1,1,1,1,20,50,80,27,t,0,6,yes,1,36
252162384,65,6,2,0,591,t,0,2,2,t,0,f,1,2,2,1,1,1.333333333,0,0,0,6,t,0,2,no,0,45
221940784,65,1,4,193,751,t,0,2,2,t,0,f,1,1,1,1,1,1,20,20,20,1,f,1,2,no,0,19
88604051,67,28,3,36,1555,f,1,4,4,t,0,f,1,2,1,1,1,1,0,6,36,20,t,0,5,yes,1,37
255490228,68,58,2,326,578,t,0,2,2,t,0,f,1,2,15,1,2,6,3,21,51,43,t,0,6,yes,1,38
17892306,69,92,1,0,2316,f,1,1,1,t,0,t,0,2,15,1,1,5.666666667,0,0,0,0,f,1,5,no,0,15
35159844,69,14,2,0,1984,f,1,2,2,t,0,f,1,3,1,1,1,1,0,0,0,0,f,1,8,yes,1,16
41109284,69,0,1,0,1919,f,1,1,1,t,0,f,1,3,1,1,1,1,0,0,0,0,f,1,4,no,0,18
11379165,69,87,2,364,2489,f,1,2,2,t,0,t,0,4,1,1,2,1.333333333,30,59,89,62,f,1,4,no,0,48
11379165,69,9,2,363,2489,f,1,2,2,t,0,t,0,2,1,1,1,1,30,59,89,9,f,1,4,no,0,47
23003786,70,43,1,0,2207,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,5,no,0,12
17792271,70,41,1,56,1584,t,0,2,2,t,0,f,1,2,1,1,1,1,0,0,0,2,t,0,7,yes,1,33
3452367,70,0,2,0,2991,f,1,2,2,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,6,no,0,14
158221047,70,10,3,0,1096,f,1,3,3,t,0,f,1,3,25,1,2,9.333333333,0,0,0,3,f,1,6,yes,1,27
80133362,70,2,1,89,1598,f,1,1,1,t,0,f,1,2,1,1,1,1,29,59,89,1,f,1,3,no,0,5
10041025,70,0,1,0,2552,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,0,f,1,4,no,0,18
245007555,70,0,1,83,626,f,1,1,1,t,0,f,1,2,1,,1,1,23,53,83,0,f,1,1,no,0,22
37002480,71,1,2,0,1961,f,1,2,2,t,0,f,1,2,15,1,1,5.666666667,0,0,0,0,f,1,3,no,0,17
26083226,725,0,1,0,2128,f,1,1,1,t,0,f,1,3,25,1,1,9,0,0,0,0,f,1,2,no,0,9
43945881,73,75,1,65,1887,t,0,1,1,t,0,t,0,2,1,1,1,1,29,59,65,8,f,1,8,yes,1,54
16179641,75,103,3,77,2356,t,0,3,3,t,0,t,0,2,1,1,1,1,17,47,77,13,f,1,7,yes,1,41
9018961,75,2,1,0,2605,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,6,yes,1,17
26508552,75,12,1,232,2119,f,1,1,1,t,0,t,0,2,1,1,1,1,11,11,11,0,f,1,7,no,0,17
63126668,75,0,2,207,1701,f,1,0,0,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,3,no,0,0
77344153,75,0,1,365,1612,f,1,1,1,t,0,f,1,4,1,1,3,1.666666667,30,60,90,0,f,1,6,yes,1,25
138238946,75,29,1,0,1227,f,1,1,1,t,0,f,1,4,1,1,1,1,0,0,0,0,t,0,4,no,0,24
77018192,75,2,1,131,1614,f,1,0,0,t,0,t,0,2,15,1,1,5.666666667,0,11,41,0,t,0,6,no,0,20
7862830,75,5,3,0,2658,f,1,3,3,t,0,f,1,3,1,1,1,1,0,0,0,1,t,0,7,yes,1,12
111449819,75,1,1,0,1396,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,1,no,0,13
18738657,75,3,1,0,2302,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,1,f,1,5,no,0,15
24498889,75,27,2,148,2168,t,0,2,2,t,0,f,1,4,1,1,1,1,0,0,0,6,f,1,5,no,0,28
24498889,75,18,2,0,2168,t,0,2,2,t,0,f,1,2,1,1,1,1,0,0,0,11,f,1,5,no,0,40
18945246,75,30,2,179,2299,t,0,2,2,t,0,t,0,2,1,1,0,0.666666667,29,59,89,15,f,1,9,yes,1,19
8683189,75,3,1,0,2621,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,3,t,0,9,yes,1,30
66406937,76,5,1,90,1676,f,1,0,0,t,0,t,0,2,1,1,,1,30,60,90,5,f,1,6,no,0,10
158221047,78,1,3,0,1096,f,1,3,3,t,0,f,1,2,25,1,1,9,0,0,0,0,f,1,6,yes,1,33
255490228,78,77,2,346,578,t,0,2,2,t,0,f,1,3,15,1,2,6,11,41,71,58,t,0,6,yes,1,37
33847898,79,34,1,330,2001,f,1,1,1,t,0,t,0,2,1,1,1,1,0,25,55,3,f,1,6,no,0,30
25018642,79,20,1,85,2152,f,1,1,1,t,0,f,1,3,1,1,1,1,25,55,85,1,f,1,5,no,0,31
87533033,79,85,1,0,1561,f,1,1,1,t,0,t,0,1,1,1,1,1,0,0,0,11,f,1,6,no,0,28
25523560,79,8,2,59,2138,f,1,1,1,t,0,f,1,2,1,1,1,1,6,29,59,8,t,0,4,no,0,37
82394355,80,1,1,0,1587,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,5,yes,1,11
121111331,80,0,1,0,1335,f,1,1,1,t,0,f,1,2,1,1,2,1.333333333,0,0,0,0,t,0,8,yes,1,14
90886144,80,1,1,0,1543,f,1,1,1,t,0,t,0,3,1,1,2,1.333333333,0,0,0,0,f,1,8,yes,1,16
17316550,82,30,1,0,2328,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,5,yes,1,18
13823006,85,28,1,352,2414,t,0,1,1,t,0,t,0,1,1,1,1,1,17,47,77,3,t,0,7,yes,1,29
35721568,85,60,1,345,1977,t,0,1,1,t,0,t,0,6,15,1,2,6,10,40,70,6,f,1,7,yes,1,30
38782394,85,37,2,364,1943,f,1,2,2,t,0,f,1,1,1,1,1,1,29,59,89,6,f,1,5,no,0,17
70587517,85,137,2,265,1650,t,0,2,2,t,0,t,0,2,1,1,1,1,0,0,0,23,f,1,5,no,0,38
16179641,86,145,3,77,2356,t,0,3,3,t,0,t,0,2,1,1,1,1,17,47,77,20,f,1,7,yes,1,41
2844611,89,182,2,0,3050,t,0,3,3,t,0,t,0,2,1,1,1,1,0,0,0,12,f,1,6,no,0,42
51501892,89,114,2,0,1791,t,0,2,2,t,0,t,0,2,15,1,1,5.666666667,0,0,0,8,t,0,5,no,0,35
22877887,89,185,1,228,2210,t,0,3,3,t,0,t,0,2,1,1,1,1,1,20,48,55,t,0,5,no,0,45
966440,89,5,2,0,3377,f,1,2,2,t,0,t,0,2,1,1,1,1,0,0,0,1,f,1,4,no,0,33
140796665,89,8,1,0,1213,f,1,1,1,t,0,f,1,3,1,1,1,1,0,0,0,0,f,1,5,yes,1,15
125164836,89,115,1,135,1310,t,0,2,2,t,0,f,1,2,1,1,1,1,17,43,70,26,t,0,8,yes,1,31
158221047,89,2,3,0,1096,f,1,3,3,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,6,yes,1,19
221940784,89,3,4,112,751,t,0,2,2,t,0,f,1,2,1,1,1,1,0,0,0,1,f,1,2,no,0,13
33757179,90,5,1,0,2002,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,f,1,3,no,0,13
38782394,90,62,2,1,1943,f,1,2,2,t,0,f,1,1,1,1,1,1,1,1,1,2,f,1,5,no,0,22
19861060,90,3,1,0,2283,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,3,no,0,22
8727044,93,104,1,352,2619,t,0,1,1,t,0,t,0,2,1,1,1,1,17,47,77,6,f,1,5,no,0,23
8801214,95,17,1,67,2616,t,0,2,2,t,0,t,0,2,15,1,2,6,7,37,67,0,f,1,6,no,0,35
152744383,95,0,1,0,1137,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,8,yes,1,18
94711060,95,20,1,0,1521,t,0,1,1,t,0,f,1,2,1,1,1,1,0,0,0,14,t,0,3,no,0,24
80786979,95,11,1,0,1595,f,1,2,2,t,0,t,0,2,1,0,2,1,0,0,0,11,f,1,4,no,0,18
2921390,96,123,2,360,3042,f,1,2,2,t,0,f,1,2,2,2,0,1.333333333,25,55,85,0,f,1,5,no,0,15
35168037,98,6,1,0,1984,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,5,no,0,21
343586361,98,3,1,0,214,f,1,0,0,t,0,f,1,4,1,1,1,1,0,0,0,3,t,0,2,no,0,20
83918893,99,94,3,121,1579,f,1,3,3,t,0,t,0,2,1,1,1,1,30,36,36,17,f,1,7,yes,1,17
4738858,99,0,1,0,2854,f,1,1,1,t,0,t,0,4,3,0,1,1.333333333,0,0,0,0,f,1,6,no,0,14
29768116,99,1,1,87,2060,f,1,1,1,t,0,t,0,5,1,1,2,1.333333333,27,57,87,0,f,1,7,no,0,12
17462759,99,0,1,0,2325,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,5,no,0,12
7862830,99,40,3,0,2658,f,1,3,3,t,0,f,1,5,2,2,2,2,0,0,0,7,f,1,7,yes,1,13
24366272,99,20,1,158,2171,t,0,1,1,t,0,f,1,2,1,1,1,1,8,38,68,10,t,0,6,no,0,19
245466471,50,1,1,0,623,f,1,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,0,0,t,0,5,yes,1,31
23591076,100,2,1,0,2192,f,1,1,1,t,0,t,0,2,1,1,2,1.333333333,0,0,0,0,f,1,5,no,0,19
37615936,100,51,1,359,1955,t,0,1,1,t,0,f,1,2,1,1,1,1,24,54,84,13,f,1,3,no,0,24
276397092,150,1,2,0,484,f,1,1,1,t,0,f,1,4,1,2,2,1.666666667,0,0,0,0,f,1,2,no,0,18
163517450,175,0,1,365,1056,f,1,1,1,t,0,f,1,4,2,2,2,2,30,60,90,0,f,1,5,yes,1,17
171182226,34,79,3,39,1013,f,1,3,3,t,0,f,1,2,1,1,2,1.333333333,0,9,39,26,f,1,2,no,0,26
171182226,35,69,3,3,1013,f,1,3,3,t,0,f,1,3,1,1,1,1,2,2,3,35,t,0,2,no,0,20
289993688,35,8,1,165,440,t,0,1,1,t,0,f,1,1,1,1,2,1.333333333,19,45,75,8,t,0,2,no,0,17
33650928,350,0,1,0,2003,f,1,1,1,t,0,f,1,1,1,1,1,1,0,0,0,0,f,1,4,no,0,14
47231544,38,95,3,27,1845,t,0,3,3,t,0,t,0,4,1,1,1,1,0,0,0,18,f,1,6,no,0,52
171182226,38,125,3,55,1013,f,1,3,3,t,0,f,1,4,1,1,1,1,0,25,55,31,f,1,2,no,0,22
5500233,41,6,1,0,2795,f,1,1,1,t,0,f,1,2,15,1,1,5.666666667,0,0,0,0,t,0,1,no,0,19
51103783,45,7,1,364,1796,f,1,1,1,t,0,t,0,2,1,1,1,1,29,59,89,0,f,1,6,yes,1,11
257420556,45,4,2,357,568,t,0,2,2,t,0,f,1,2,1,1,1,1,22,52,82,4,t,0,2,no,0,32
276397092,49,1,2,0,484,f,1,1,1,t,0,f,1,2,1,1,1,1,0,0,0,1,f,1,2,no,0,16
47231544,50,61,3,149,1845,t,0,3,3,t,0,t,0,6,1,1,1,1,0,0,0,0,f,1,6,no,0,54
77921226,50,1,1,0,1609,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,6,no,0,13
234915151,50,24,2,89,673,t,0,2,2,t,0,f,1,3,1,1,1,1,30,60,89,24,f,1,6,yes,1,18
47231544,52,137,3,361,1845,t,0,3,3,t,0,t,0,4,1,1,1,1,26,56,86,16,f,1,6,no,0,53
140095302,65,5,2,365,1217,f,1,2,2,t,0,f,1,2,1,1,1,1,30,60,90,0,t,0,3,no,0,38
168956005,65,112,1,85,1025,t,0,1,1,t,0,f,1,2,1,1,1,1,25,55,85,53,t,0,7,yes,1,24
103361932,65,10,1,86,1460,t,0,1,1,t,0,t,0,4,1,1,2,1.333333333,26,56,86,8,f,1,8,yes,1,25
140095302,69,1,2,95,1217,f,1,2,2,t,0,f,1,1,1,1,2,1.333333333,29,34,59,0,f,1,3,no,0,38
257420556,75,19,2,260,568,t,0,2,2,t,0,f,1,2,1,1,1,1,20,50,80,9,f,1,2,no,0,36
73662090,90,0,1,0,1632,f,1,1,1,t,0,t,0,2,15,1,1,5.666666667,0,0,0,0,f,1,6,yes,1,19
268170709,10000,0,10,365,517,f,1,10,10,t,0,f,1,2,1,1,1,1,30,60,90,0,t,0,1,no,0,12
1700949,125,0,1,89,3201,f,1,1,1,t,0,f,1,3,1,1,1,1,29,59,89,0,f,1,9,yes,1,26
9522814,130,44,2,0,2579,t,0,2,2,t,0,t,0,2,1,1,1,1,0,0,0,6,f,1,9,yes,1,35
11342067,150,0,2,0,2491,f,1,3,3,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,6,no,0,17
270119516,159,0,13,79,509,f,1,13,13,t,0,t,0,4,1,1,1,1,28,50,60,0,t,0,2,no,0,12
270119516,159,0,13,140,509,f,1,13,13,t,0,t,0,5,1,1,3,1.666666667,21,38,68,0,t,0,2,no,0,16
5377646,160,0,4,157,2804,f,1,4,4,t,0,t,0,4,2,2,2,2,20,49,76,0,t,0,6,no,0,24
28649539,175,0,1,0,2080,f,1,1,1,t,0,t,0,3,15,2,2,6.333333333,0,0,0,0,t,0,5,no,0,17
5377646,195,3,4,173,2804,f,1,4,4,t,0,t,0,2,1,1,1,1,0,0,0,0,f,1,6,no,0,28
35104121,200,16,1,365,1985,f,1,1,1,t,0,f,1,3,1,1,1,1,30,60,90,0,f,1,3,no,0,15
75452099,200,0,1,90,1622,f,1,1,1,t,0,f,1,6,1,1,1,1,30,60,90,0,f,1,4,no,0,19
103732317,200,88,7,182,1457,f,1,9,9,t,0,f,1,2,15,1,1,5.666666667,23,53,83,51,f,1,8,yes,1,38
15162506,250,1,1,0,1220,f,1,1,1,t,0,t,0,2,1,1,1,1,0,0,0,0,t,0,3,yes,1,9
2315442,39,607,10,83,3109,f,1,10,10,t,0,f,1,3,5,1,1,2.333333333,23,53,83,69,f,1,7,yes,1,33
2315442,39,536,10,66,3109,f,1,10,10,t,0,f,1,3,1,1,1,1,8,36,66,64,f,1,7,yes,1,39
2315442,39,502,10,87,3109,f,1,10,10,t,0,f,1,3,5,1,1,2.333333333,27,57,87,69,t,0,7,yes,1,28
2315442,39,454,10,65,3109,f,1,10,10,t,0,f,1,2,1,1,1,1,5,35,65,49,t,0,7,yes,1,32
2315442,40,641,10,87,3109,f,1,10,10,t,0,f,1,3,1,1,1,1,27,57,87,92,f,1,7,yes,1,33
2315442,40,597,10,76,3109,f,1,10,10,t,0,f,1,2,1,1,0,0.666666667,16,46,76,61,t,0,7,yes,1,32
2315442,45,539,10,85,3109,f,1,10,10,t,0,f,1,2,3,1,1,1.666666667,25,55,85,70,t,0,7,yes,1,32
159863992,45,1,2,0,1083,f,1,3,3,t,0,f,1,2,1,1,1,1,0,0,0,0,t,0,3,no,0,18
2315442,49,486,10,82,3109,f,1,10,10,t,0,f,1,2,3,1,1,1.666666667,22,52,82,39,t,0,7,yes,1,32
2315442,49,444,10,79,3109,f,1,10,10,t,0,f,1,2,1,1,1,1,19,49,79,82,f,1,7,yes,1,36
119044011,50,94,3,0,1348,f,1,3,3,t,0,f,1,2,1,1,1,1,0,0,0,51,f,1,7,yes,1,22
122246051,50,40,2,72,1328,t,0,2,2,t,0,f,1,2,1,1,1,1,15,42,72,40,t,0,4,yes,1,22
122246051,51,114,2,76,1328,t,0,2,2,t,0,f,1,1,1,1,1,1,16,46,76,64,f,1,4,yes,1,24
12656349,52,0,1,329,2447,f,1,0,0,t,0,t,0,1,1,1,1,1,0,24,54,0,f,1,6,no,0,17
2315442,55,714,10,56,3109,f,1,10,10,t,0,f,1,2,1,1,1,1,4,28,56,93,f,1,7,yes,1,36
222105368,60,4,1,46,750,f,1,2,2,t,0,f,1,2,1,1,1,1,27,30,46,4,f,1,6,yes,1,18
241555908,61,8,1,358,643,f,1,1,1,t,0,f,1,1,1,1,1,1,23,53,83,3,f,1,2,no,0,16
159863992,65,9,2,0,1083,f,1,3,3,t,0,f,1,2,1,1,2,1.333333333,0,0,0,0,t,0,3,no,0,30
5377646,66,235,4,266,2804,f,1,4,4,t,0,t,0,2,1,1,1,1,26,56,86,28,f,1,6,no,0,30
5377646,68,289,4,247,2804,f,1,4,4,t,0,t,0,2,1,1,1,1,20,49,76,28,f,1,6,no,0,38
162146601,87,140,5,42,1066,t,0,10,10,t,0,f,1,2,1,1,2,1.333333333,0,12,42,79,t,0,9,yes,1,33
13209607,90,3,2,365,2430,f,1,2,2,t,0,t,0,2,1,1,1,1,30,60,90,1,f,1,4,no,0,10
166666558,95,36,1,0,1037,t,0,1,1,t,0,f,1,2,1,1,1,1,0,0,0,1,t,0,7,yes,1,37
11526857,99,1,32,0,2485,f,1,39,39,t,0,f,1,2,1,1,1,1,0,0,0,1,f,1,9,yes,1,43
11526857,99,0,32,0,2485,f,1,39,39,t,0,f,1,2,1,1,0,0.666666667,0,0,0,0,f,1,9,yes,1,43
73869834,25,33,1,347,1630,t,0,1,1,t,0,t,0,2,1,1,1,1,12,42,72,8,f,1,6,no,0,31
39090446,65,6,3,0,1939,t,0,2,2,t,0,t,0,2,1,1,1,1,0,0,0,6,t,0,6,yes,1,18
39090446,65,4,3,0,1939,t,0,2,2,t,0,t,0,2,1,1,1,1,0,0,0,4,t,0,6,yes,1,18
39090446,80,20,3,24,1939,t,0,2,2,t,0,t,0,5,1,2,2,1.666666667,4,21,24,20,t,0,6,yes,1,20
113511372,105,13,2,330,1383,t,0,2,2,t,0,t,0,3,1,2,2,1.666666667,0,25,55,6,f,1,7,yes,1,26
276638977,119,0,2,180,483,f,1,0,0,t,0,f,1,2,1,1,1,1,30,60,90,0,t,0,2,no,0,9
276638977,135,0,2,178,483,f,1,0,0,t,0,f,1,2,1,1,1,1,28,58,88,0,f,1,2,no,0,9
73851541,150,4,3,314,1631,f,1,5,5,t,0,t,0,1,1,1,2,1.333333333,0,9,39,2,t,0,8,yes,1,53
